Index,Name,Address,latitude,longtitude,Phone,Website,Ranking,Open Hours,Images
251,Alan Keville for Hair,"4 Selskar St, Ferrybank South, Wexford, Y35 AK28",52.3413019,-6.4634408,(053) 912 2102,kevillehair.com,4.9,"['9a.m.–5:30p.m.', 'Closed', '9:30a.m.–6p.m.', '9:30a.m.–6p.m.', '9:30a.m.–6p.m.', '9:30a.m.–8p.m.', '9:30a.m.–8p.m.']",https://lh5.googleusercontent.com/p/AF1QipO6CrO5otfsFpZ8Jl8ZNSkkJFyCIFU7sKB2sXPW=w426-h240-k-no
252,Peter Mark Hairdressers Letterkenny,"Unit B, Fort Lynne House, Letterkenny, Co. Donegal",54.947894,-7.731023199999999,(074) 912 8657,petermark.ie,4.7,"['9a.m.–5:30p.m.', 'Closed', '9a.m.–6p.m.', '9a.m.–6p.m.', '9a.m.–6p.m.', '9a.m.–8:30p.m.', '9a.m.–8:30p.m.']",https://lh5.googleusercontent.com/p/AF1QipMLeQf9V_RHQs8Ed_q_Z6_D6Ea2v9a9i0S58cPT=w408-h272-k-no
253,Q&M Hair & Beauty Salon IFSC,"Capel St, North City, Dublin",53.3484666,-6.2687446,087 330 3666,qandm.ie,4.3,"['9:30a.m.–8p.m.', 'Closed', '9:30a.m.–7p.m.', '9:30a.m.–7p.m.', '9:30a.m.–7a.m.', '9:30a.m.–8p.m.', '9:30a.m.–8p.m.']",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=rBqQp94-ordoC9-qZu9CSQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=166.699&pitch=0&thumbfov=100
254,The Collective By Lloyds,"40-44 Patrick St, Waterford, X91 X3KF",52.2599149,-7.112879899999999,(051) 878 964,thecollectivebylloyds.ie,4.8,"['9a.m.–3p.m.', 'Closed', '9a.m.–8p.m.', '9a.m.–8p.m.', '9a.m.–5p.m.', '9a.m.–5p.m.', '9a.m.–5p.m.']",https://lh5.googleusercontent.com/p/AF1QipNjlcSBygDXKKNl0ntp7kOLn-ZkG0sQuYaJgsWS=w425-h240-k-no
255,Obsessed Hair Salon,None,None,None,(061) 210 768,obsessedhairsalon.ie,4.7,"['9a.m.–7:30p.m.', 'Closed', 'Closed', '9a.m.–5:30p.m.', '9a.m.–5:30p.m.', '9a.m.–7:30p.m.', '9a.m.–7:30p.m.']",https://lh5.googleusercontent.com/p/AF1QipPUzIuFtKGS9FuWAvb-3jiswSOI0vOTCEVQ38Dk=w408-h272-k-no
256,Salon Sia,"45 Woodpark, O'Rourke Park, Thomastown, Dublin, A96 R8FY",53.2778377,-6.1414738,(01) 202 3216,salonsia.ie,4.8,"['9a.m.–5p.m.', 'Closed', 'Closed', '9a.m.–5p.m.', '9a.m.–5p.m.', '9a.m.–5p.m.', '9a.m.–5p.m.']",https://lh5.googleusercontent.com/p/AF1QipNWz8L5flAQGqZdmqkOsRMAgvvH2nYMLWzP2hiR=w424-h240-k-no
257,Salon 2 Hairdressing,"5 Adelaide St, Abbeyquarter North, Sligo",54.2710399,-8.4795389,(071) 916 0341,salon2hairdressing.ie,5.0,"['9a.m.–5:30p.m.', 'Closed', '9a.m.–6p.m.', '9a.m.–6p.m.', '9a.m.–8p.m.', '9a.m.–8p.m.', '9a.m.–7p.m.']",https://lh5.googleusercontent.com/p/AF1QipMPDHgC16BBROxIDNQYCP7fStvUKyUqfntWZ9Km=w408-h620-k-no
258,CHAIR Hair Salon,None,None,None,(021) 424 8710,chair.ie,4.9,"['9:30a.m.–8:30p.m.', 'Closed', '9:30a.m.–5:30p.m.', '9:30a.m.–5:30p.m.', '9:30a.m.–5:30p.m.', '9:30a.m.–6:30p.m.', '9:30a.m.–7:30p.m.']",https://lh5.googleusercontent.com/p/AF1QipNDMX8-RBlYnCakka4a6JvYxHdrMXqYGT-WfAyo=w408-h408-k-no
259,The Hair Salon,"Riverside Wharf, West Beach, Kilgarvan, Cobh, Co. Cork",51.8500289,-8.2922618,(021) 485 5866,thehairsalon.ie,5.0,"['8a.m.–4p.m.', 'Closed', 'Closed', '9a.m.–6p.m.', '9a.m.–6p.m.', '9a.m.–6p.m.', '9a.m.–6p.m.']",https://lh5.googleusercontent.com/p/AF1QipPDZWgS4RoFTCK3ZH49OoMhIdimKvnD6v6j08r9=w408-h271-k-no
260,Manor Hair Studios,"38 Manor Rd, Redcowfarm, Dublin, D20 WD25",53.3514573,-6.3684981,(01) 623 5542,None,5.0,[],https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=l9a_2LIRFvfjWd9jSzQ-nA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=348.74323&pitch=0&thumbfov=100
261,L&A Hair Barbers & Hair Salon,"Guillivers Retail Park, Santry Demesne, Dublin",53.40506999999999,-6.261500000000001,,,4.3,"['9a.m.–5p.m.', 'Closed', '10a.m.–6p.m.', '10a.m.–6p.m.', '10a.m.–6p.m.', '9a.m.–8p.m.', '9a.m.–7p.m.']",https://lh5.googleusercontent.com/p/AF1QipOanTPTJWxdwZgRNSm-aRXZXjYis4FZTiXzpmHI=w408-h544-k-no
262,Lavish Locks Hair and Beauty Lounge,None,None,None,(01) 841 5287,llhairandbeautylounge.ie,4.6,"['9a.m.–5p.m.', 'Closed', 'Closed', '9a.m.–6p.m.', '9a.m.–6p.m.', '9a.m.–9p.m.', '9a.m.–9p.m.']",https://lh5.googleusercontent.com/p/AF1QipMxpuLyr1QvI-SDyYS8jAxTwpV3fq6U-bL5uZ7P=w408-h544-k-no
263,Premier Hair and Beauty Supplies,None,None,None,(01) 905 3777,None,4.5,"['Closed', '12–4p.m.', '9a.m.–6p.m.', '9a.m.–6p.m.', '9a.m.–8p.m.', '9a.m.–6p.m.', '9a.m.–3p.m.']",https://lh5.googleusercontent.com/p/AF1QipN8xYtQHYI2F9yLGWJWEvVSiHjHoxjMgEq2prQx=w408-h306-k-no
264,Amandas Hair Salon Wicklow Town,"9 The Mall, Wicklow, A67 VW83",52.9801936,-6.0395372,(0404) 64562,business.site,4.7,"['9a.m.–5p.m.', 'Closed', '9a.m.–5:30p.m.', '9a.m.–5:30p.m.', '9a.m.–5:30p.m.', '9a.m.–5:30p.m.', '9a.m.–5:30p.m.']",https://lh5.googleusercontent.com/p/AF1QipMMdv9XB_ENwfTs8dA2074eZhgo-mQ3FgnnU5sB=w408-h306-k-no
265,SitStil,"17 Drury St, Dublin, D02 FW68",53.3419821,-6.2636631,(01) 616 8887,sitstil.com,4.8,"['9a.m.–5p.m.', 'Closed', '9a.m.–5p.m.', '9a.m.–5p.m.', '9a.m.–5p.m.', '9a.m.–8p.m.', '9a.m.–5p.m.']",https://lh5.googleusercontent.com/p/AF1QipPsveB185-TkEdpMMnHQH-Rw_7vWXIajRWz4tfl=w408-h544-k-no
266,Colour Savers - Wholesale Hair Salon Supplies,None,None,None,(01) 531 1600,coloursavers.com,4.4,"['Closed', 'Closed', '8a.m.–5p.m.', '8a.m.–5p.m.', '8a.m.–5p.m.', '8a.m.–5p.m.', '8a.m.–4p.m.']",https://lh5.googleusercontent.com/p/AF1QipMm20woG5X69B3sVG-iGxVqbgClu1ZL19wkpWHY=w408-h271-k-no
267,Patrick Gildea Hairdressing & Beauty,"Unit 2b, Riverside Retail Park, Neil T Blaney Rd, Letterkenny, Co. Donegal",54.9459439,-7.7275993,(074) 912 5476,patrickgildea.ie,4.6,"['8a.m.–7p.m.', 'Closed', '9a.m.–8p.m.', '9a.m.–8p.m.', '9a.m.–8p.m.', '9a.m.–8p.m.', '9a.m.–8p.m.']",https://lh5.googleusercontent.com/p/AF1QipNUkAyicQQGhYmzs12l3i-3Z0voyHLNI6uYurnl=w408-h270-k-no
268,HairCutier,"21 Wicklow St, Dublin, D02 XV83",53.34310139999999,-6.2615653,None,None,None,[],https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=0jfyE37SeXY_ldRwVKAl3w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=332.6541&pitch=0&thumbfov=100
269,Peter Mark Hairdressers Merrion Shopping Centre,"Merrion Shopping Centre Dublin 4, Ballsbridge, Co. Dublin",53.31855669999999,-6.213863,(01) 283 8300,petermark.ie,4.4,"['8a.m.–6p.m.', '11a.m.–5p.m.', '8a.m.–6p.m.', '8a.m.–6p.m.', '8a.m.–6p.m.', '8a.m.–9p.m.', '8a.m.–9p.m.']",https://lh5.googleusercontent.com/p/AF1QipOda3Ac59xtr9d8KG9jPZa8aszwH9I64RRdmT4L=w408-h408-k-no
270,L'OmBre Terenure,"88 Terenure Rd E, Terenure, Dublin 6, D06 FK71",53.3101697,-6.2827468,(01) 485 3430,lombre.ie,5.0,"['9a.m.–6p.m.', '10a.m.–5p.m.', '9a.m.–6p.m.', '9a.m.–6p.m.', '9a.m.–6p.m.', '9a.m.–8p.m.', '9a.m.–8p.m.']",https://lh5.googleusercontent.com/p/AF1QipO-5WWZVMDXoPuRZeoQSsCSAkdoYfB9PmVLJvGQ=w408-h544-k-no
271,Hair By Lucy At the Lounge,"R772, Commons, Co. Wicklow",53.0059004,-6.1038318,(0404) 62485,None,4.9,[],https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=rdz_4CDWdNiiZmy37KmRyw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=320.4843&pitch=0&thumbfov=100
272,BellaFurniture.ie - Beauty Salon Furniture Ireland,"Cherry Orchard Industrial Estate, Unit 68A, Ballyfermot, Co. Dublin, D10 NH27",53.3461222,-6.3732821,(01) 442 9939,bellafurniture.ie,5.0,"['Open 24 hours', 'Open 24 hours', 'Open 24 hours', 'Open 24 hours', 'Open 24 hours', 'Open 24 hours', 'Open 24 hours']",https://lh5.googleusercontent.com/p/AF1QipPsRIB_0X14gESE0VVoW0xLI_PFKUXEs3wwR5dJ=w426-h240-k-no
273,Rustiq Salon Kilkenny,"The Smithland Centre, 2 Waterford Rd, Loughboy, Kilkenny",52.6405325,-7.246770899999999,(056) 777 2548,rustiqsalon.com,4.7,"['8:30a.m.–5p.m.', 'Closed', '9a.m.–6p.m.', '9a.m.–6p.m.', '9a.m.–6p.m.', '9a.m.–8p.m.', '9a.m.–8p.m.']",https://lh5.googleusercontent.com/p/AF1QipPm3j-J_by-10zy1PhW6UAdlZAicOS9S9ySbB-O=w408-h408-k-no
274,JH Hair Care,"84 Highfield Rd, Rathfarnham, Dublin 6, D06 RF97",53.3133606,-6.2648734,(01) 406 5522,jhhaircare.ie,5.0,"['9a.m.–6p.m.', 'Closed', 'Closed', '9a.m.–5p.m.', '9a.m.–6p.m.', '9a.m.–6p.m.', '9a.m.–6p.m.']",https://lh5.googleusercontent.com/p/AF1QipOxaYEkxwcJz-e8txci1gHfArTbOveSJc7MZpFv=w426-h240-k-no
275,Au-Parri,"Beechlawn Industrial Complex, 7 Greenhills Rd, Walkinstown, Dublin 12",53.3131239,-6.335853999999999,085 125 6229,au-parri.com,None,"['10a.m.–5p.m.', '10a.m.–5p.m.', 'Closed', '10a.m.–5p.m.', '10a.m.–5p.m.', 'Closed', 'Closed']",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=dksoj2fxm-DmlicQn6OtWA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=128.14049&pitch=0&thumbfov=100
276,Ilona's Hair Salon,"Tullyvarraga, Shannon, Co. Clare",52.7084909,-8.8790099,(061) 360 970,facebook.com,4.7,"['9a.m.–5p.m.', 'Closed', '9a.m.–6p.m.', '9a.m.–6p.m.', '9a.m.–6p.m.', '9a.m.–7p.m.', '9a.m.–7p.m.']",https://lh5.googleusercontent.com/p/AF1QipNPQKh4y_AlXL1o3g-DrY9XVAdRitVRw1MubLZ8=w408-h839-k-no
277,Salon Glow,"Roslevan Shopping Centre, Tulla Road, Ennis, Co. Clare",52.8566897,-8.9596093,(065) 686 8251,glow.ie,4.9,"['9a.m.–5:30p.m.', 'Closed', '9a.m.–7p.m.', '9a.m.–7p.m.', '9a.m.–7p.m.', '9a.m.–7p.m.', '9a.m.–8p.m.']",https://lh5.googleusercontent.com/p/AF1QipPIHLYRsajnngZMm0bidYXJwpeBcJIeCDhtTcs=w426-h240-k-no
278,Studio lane,"134 Whitehall Rd W, Perrystown, Dublin 12, D12 FD32",53.3106972,-6.320990399999999,086 088 8011,None,None,"['9a.m.–8p.m.', 'Closed', 'Closed', 'Closed', '9a.m.–8p.m.', '9a.m.–8p.m.', '9a.m.–8p.m.']",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=FygRvsrxgoq2osVILnUyfw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=84.44024&pitch=0&thumbfov=100
279,Cathriona's Hairsalon,"Mary Street, Tralee, Co. Kerry",52.26802929999999,-9.7080333,(066) 714 4626,cathrionashairsalon.com,4.5,"['8a.m.–8p.m.', 'Closed', '8a.m.–8p.m.', '8a.m.–8p.m.', '8a.m.–8p.m.', '8a.m.–8p.m.', '8a.m.–8p.m.']",https://lh5.googleusercontent.com/p/AF1QipOJBHmAvDL-QH2fQ9h4kwl7LYQKAHbIB2ylJL7W=w408-h515-k-no
280,Secret Sanctuary Hair and Beauty,"Borris, Co. Carlow",52.5998053,-6.923082399999999,(059) 977 3911,facebook.com,4.8,"['9a.m.–6p.m.', 'Closed', 'Closed', '9:30a.m.–5:30p.m.', '9:30a.m.–5:30p.m.', '9:30a.m.–5:30p.m.', '9a.m.–6p.m.']",https://lh5.googleusercontent.com/p/AF1QipMh9yuoR4LgvH7DCkTA04fjhFcZVoBqJBYJEDSv=w408-h544-k-no
281,Orchid's Hair & Beauty Salon,None,None,None,,,4.0,"['9a.m.–6:30p.m.', 'Closed', '9:30a.m.–6:30p.m.', '9:30a.m.–6:30p.m.', '9:30a.m.–8p.m.', '9:30a.m.–8p.m.', '9:30a.m.–8p.m.']",https://lh5.googleusercontent.com/p/AF1QipPRhpG5ycxxL52MCI6BN1-uAQJX-lRv6HIiyjrD=w408-h269-k-no
282,Extension Hairstyle,None,None,None,085 165 8724,business.site,None,"['9a.m.–5p.m.', 'Closed', 'Closed', '10a.m.–6p.m.', '10a.m.–6p.m.', '10a.m.–7p.m.', '10a.m.–7p.m.']",https://lh5.googleusercontent.com/p/AF1QipNMwwL2OA0VB7szJPKYUZ_l1PSH0-fGPfudCiAN=w408-h467-k-no
283,Marbles Hair & Beauty - Hugh Campbell Hair Group,"35 Cruise's St, Limerick, V94 R970",52.6636716,-8.6250653,(061) 410 955,hughcampbellhairgroup.com,4.7,"['9a.m.–5:30p.m.', 'Closed', '9a.m.–6p.m.', '9a.m.–6p.m.', '9a.m.–6p.m.', '9a.m.–6p.m.', '9a.m.–8p.m.']",https://lh5.googleusercontent.com/p/AF1QipOzLUGB--HgnfyhgcSLHBAxlgJ_XFZnRIW2Bdzr=w408-h257-k-no
284,Yourells Hair Salon,"23-25 Eyre St, Galway, H91 YV48",53.27526630000001,-9.0515244,(091) 563 545,yourells.com,4.6,"['9a.m.–5:30p.m.', 'Closed', '9a.m.–6p.m.', '9a.m.–6p.m.', '9a.m.–6p.m.', '9a.m.–8p.m.', '9a.m.–6p.m.']",https://lh5.googleusercontent.com/p/AF1QipMir3I5_wr2EZcn4TrlTKHI0IUO3j0YxoqcnI0J=w408-h504-k-no
285,The Bohemian Rooms,"Bawnogue Shopping Centre, 2, Dublin",53.32472120000001,-6.4114964,085 126 2777,facebook.com,4.4,"['9a.m.–5p.m.', 'Closed', 'Closed', 'Closed', '9a.m.–5p.m.', '9a.m.–7p.m.', '9a.m.–5p.m.']",https://lh5.googleusercontent.com/p/AF1QipN_TIjR63RXtb1lDv4KkR5FfQmZiaYEsAxld-OX=w408-h509-k-no
286,Essence of Beauty,None,None,None,(01) 230 4278,essenceofbeautydublin.com,4.6,"['9a.m.–7p.m.', 'Closed', 'Closed', '9a.m.–7p.m.', '9a.m.–7p.m.', '9a.m.–7p.m.', '9a.m.–7p.m.']",https://lh5.googleusercontent.com/p/AF1QipOAST1Dl3aG1ouWb7Fjt4n_bsXAdmf57TG9fFKS=w408-h271-k-no
287,Seagrass Hairdressing,"Marine Parade, Dough, Lahinch, Co. Clare",52.9328617,-9.3469929,(065) 708 2855,None,None,"['9:30a.m.–6p.m.', 'Closed', 'Closed', '9a.m.–6p.m.', '9a.m.–6p.m.', '9a.m.–6p.m.', '9a.m.–6p.m.']",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Ze659KcxlW7k1Jl3TXoxuw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=285.1192&pitch=0&thumbfov=100
288,Salon Euphoria,None,None,None,(01) 845 4755,saloneuphoria.ie,4.4,"['9a.m.–6p.m.', 'Closed', 'Closed', '9:30a.m.–6p.m.', '9:30a.m.–6p.m.', '9:30a.m.–8p.m.', '9a.m.–6p.m.']",https://lh5.googleusercontent.com/p/AF1QipOzwbro_4du5IbSU1Op4gVSEO_mQVhfWwgrv0wQ=w408-h545-k-no
289,Purite Ireland,None,None,None,087 327 8934,None,None,[],https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=d0h1ctOXiJG_sqPEOdlzPw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=168.22928&pitch=0&thumbfov=100
290,Eutopia Hair Salon,"Society St, Townparks, Ballinasloe, Co. Galway",53.3307608,-8.2244264,(090) 964 5977,None,None,[],https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=fvOD-1oRX_D4cA4WoMLJSg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=105.55416&pitch=0&thumbfov=100
291,Cathrionas hair group Dingle,"NO 3, The Tracks, Dingle, Co. Kerry, V92 F449",52.1389763,-10.2719014,(066) 915 1744,cathrionashairsalon.com,5.0,"['8a.m.–4p.m.', 'Closed', 'Closed', '9:30a.m.–5p.m.', '9:30a.m.–5p.m.', '9:30a.m.–7p.m.', '8:30a.m.–6p.m.']",https://lh5.googleusercontent.com/p/AF1QipN2BD1GKNmYMOwAdp_7uB8R-1BJrUkd3_Z4t4We=w408-h271-k-no
292,Urban Angels Hair Salon,"The Gallery Mall, Glin, Co. Limerick, V94 V8N2",52.5690248,-9.2820958,(068) 26811,urbanangelshairsalon.com,5.0,"['9a.m.–5p.m.', 'Closed', 'Closed', '9a.m.–5:30p.m.', '9a.m.–5:30p.m.', '9a.m.–8p.m.', '9a.m.–5:30p.m.']",https://lh5.googleusercontent.com/p/AF1QipPMutXp-a4uFr0dbdPFm3rCOuGwFPoxT5iebCUX=w408-h408-k-no
293,Lightwaves,"110 Nutgrove Ave, Rathfarnham, Dublin, D14 K6P6",53.2922752,-6.271953099999999,(01) 494 5337,None,4.5,[],https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=RG5yKwMLBQ4oI2selBM0-g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=209.97626&pitch=0&thumbfov=100
294,Hairitage,"Unit 1 SuperValu shopping, Kells, Co. Meath",53.7294373,-6.8826586,(046) 929 3525,hairitage.ie,4.6,"['9a.m.–5:30p.m.', '10a.m.–3:30p.m.', '9a.m.–5:30p.m.', '9a.m.–5:30p.m.', '9a.m.–5:30p.m.', '9a.m.–8p.m.', '9a.m.–8p.m.']",https://lh5.googleusercontent.com/p/AF1QipMowfLiJq98MmeRQJ0KNS2CXWUuWcVXnQBaCe9r=w408-h544-k-no
295,Newport Hair salon,"Medicott street, Carrowbaun, Newport, Co. Mayo, F28 E0F2",53.8831405,-9.5469751,(098) 41583,None,None,"['9a.m.–5p.m.', 'Closed', 'Closed', '9:30a.m.–6p.m.', '9:30a.m.–6p.m.', '9a.m.–7p.m.', '9a.m.–6p.m.']",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=6ObANQ37SGIQgrx-w_mXwQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=187.90974&pitch=0&thumbfov=100
296,Kaos,"Harmony Hill, Abbeyquarter North, Sligo, F91 VF74",54.2700589,-8.4749491,(071) 914 2488,kaos.ie,4.9,"['9a.m.–5:30p.m.', 'Closed', '9a.m.–6p.m.', '9a.m.–6p.m.', '9a.m.–6p.m.', '9a.m.–9p.m.', '9a.m.–9p.m.']",https://lh5.googleusercontent.com/p/AF1QipP0l1kfCKtz_vPFvD-WZr6bmV1Gm1ZxHoqKK42c=w408-h544-k-no
297,Visage Hair Design,"8 Market St, Galway, H91 VW92",53.2732998,-9.0534289,(091) 533 785,None,4.8,"['9a.m.–5:30p.m.', 'Closed', '9a.m.–6p.m.', '9a.m.–6p.m.', '9a.m.–6p.m.', '9a.m.–7p.m.', '9a.m.–6p.m.']",https://lh5.googleusercontent.com/p/AF1QipM7lw5-6Gt4P6VH29Q50bU-_0BfbbXlivJYcEdK=w408-h322-k-no
298,The Skincare and Hair Spa,"Castle St, Cloonbrackna, Roscommon",53.63456979999999,-8.1899157,(090) 662 6041,skincarehairspa.ie,5.0,"['9a.m.–5:30p.m.', 'Closed', 'Closed', '9a.m.–6p.m.', '9a.m.–6p.m.', '9a.m.–6p.m.', '9a.m.–8p.m.']",https://lh5.googleusercontent.com/p/AF1QipN6sN04VdDBc8GigPTyhU4aXdugkFu19G3DvGfT=w427-h240-k-no
299,Hair Republic,"Westside Shopping Centre, Unit 6, Seamus Quirke Rd, Galway",53.2756486,-9.076729799999999,(091) 524 684,hairrepublic.ie,4.5,"['9a.m.–5:30p.m.', 'Closed', 'Closed', '9a.m.–5:30p.m.', '9a.m.–5:30p.m.', '9a.m.–7p.m.', '9a.m.–5:30p.m.']",https://lh5.googleusercontent.com/p/AF1QipNvKaaN95ZJxJ8sgGr6mpbNcmbf0iXw8fD9jkDR=w408-h291-k-no
300,Mistys Unisex Hair Design,"18 Terenure Rd N, Terenure, Dublin, D6W XF59",53.3138327,-6.2825494,(01) 490 8027,None,4.6,"['9a.m.–6p.m.', 'Closed', '9a.m.–6p.m.', '9a.m.–6p.m.', '9a.m.–6p.m.', '9a.m.–7p.m.', '9a.m.–7p.m.']",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=q_shPE9GA54z29OQgl_Uug&cb_client=search.gws-prod.gps&w=408&h=240&yaw=260.61972&pitch=0&thumbfov=100
301,OB-1 Hair,"Unit 6 Glenroyal shopping center, Straffan Rd, Maynooth, Co. Kildare, W23 Y5P3",53.3802388,-6.5885698,,,4.9,"['8a.m.–6p.m.', 'Closed', '9a.m.–9p.m.', '9a.m.–9p.m.', '9a.m.–9p.m.', '9a.m.–9p.m.', '9a.m.–9p.m.']",https://lh5.googleusercontent.com/p/AF1QipMVgv5C1ccVvkYKJW1PvW5TMklcC_p4CHA-e3mn=w426-h240-k-no
302,Ikon Hair,"42 Marlboro St, Centre, Cork, T12 V1YX",51.8980064,-8.4729852,(021) 427 4588,ikonhair.ie,4.9,"['8a.m.–3p.m.', 'Closed', 'Closed', '9a.m.–7p.m.', '9a.m.–7p.m.', '9a.m.–7p.m.', '9a.m.–6p.m.']",https://lh5.googleusercontent.com/p/AF1QipPyHj_rFjRw6N3s8VOc5Bynd1Y1KScdQE-Hd6g9=w408-h271-k-no
303,The Groom Room,"Maro House, Ireland, Old Blessington Rd, Dublin, D24 CKP2",53.2890605,-6.3668403,None,app.barber-shop-booking.com,4.8,[],https://lh5.googleusercontent.com/p/AF1QipMi21pWxwCZlXBK_R0h2mH6m6s2ZRvX4d-tnMTM=w426-h240-k-no
304,Mary Ryan Hair Salon,"Ballygriffin, Croom, Co. Limerick, V35 DK82",52.55087959999999,-8.6977655,(061) 397 652,None,4.9,"['9a.m.–5:30p.m.', 'Closed', 'Closed', '9a.m.–5:30p.m.', '9a.m.–5:30p.m.', '9a.m.–8p.m.', '9a.m.–8p.m.']",https://lh5.googleusercontent.com/p/AF1QipPHsf0acf1qnubcd3FgbYFmxRuVDsbuPnCs4Vx7=w493-h240-k-no
305,Salon Furniture Store Ireland,None,None,None,083 184 3355,salonfurniturestore.co.uk,3.3,"['10:30a.m.–4p.m.', '1p.m.–5a.m.', '10:30a.m.–4p.m.', '10:30a.m.–4p.m.', '10:30a.m.–4p.m.', '10:30a.m.–4p.m.', '10:30a.m.–4p.m.']",https://lh5.googleusercontent.com/p/AF1QipMqyzr5lgMWt_UuDvc9D-raQhFMwcIlXO2bJtQH=w408-h306-k-no
306,Darcy's Hairdressing,"27-28 Paul St, Centre, Cork, T12 NX02",51.8990234,-8.4757112,(021) 427 7216,darcyshairdressing.ie,4.7,"['8:30a.m.–5:30p.m.', 'Closed', 'Closed', '9a.m.–6p.m.', '9a.m.–6p.m.', '9a.m.–8p.m.', '9a.m.–8p.m.']",https://lh5.googleusercontent.com/p/AF1QipNIY8YRkCtGUIr_uiT1Jl2Zt3Ilo-twhEQnpFx9=w408-h240-k-no-pi0-ya40-ro0-fo100
307,The Cutting Room,"1a Castle Crescent shopping centre, Monastery Road, Dublin 22, D22 A2K5",53.3212762,-6.3904602,(01) 403 7366,thecuttingroom.ie,5.0,[],https://lh5.googleusercontent.com/p/AF1QipPzyS_E0RCWDqTpzVDcmy4-t02Mmb4AO-JuHgtL=w408-h508-k-no
308,Q Salon by Queen,"Mitchel St, Lognafulla, Thurles, Co. Tipperary",52.6818162,-7.802284900000001,(0504) 91111,queen.ie,5.0,"['9a.m.–6p.m.', 'Closed', 'Closed', '1–5p.m.', '10a.m.–8p.m.', '10a.m.–6p.m.', '10a.m.–6p.m.']",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=aOkwmMFrEfGmunyL3vTqCg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=77.39711&pitch=0&thumbfov=100
309,Jerrys Hair Studio,"Huguenot Quarter,, Carey's Lane,, Cork., Co. Cork",51.898736,-8.4736693,(021) 427 4986,None,4.9,[],https://lh5.googleusercontent.com/p/AF1QipPn-sI8aIdfmx0LowMTMYaF1j-nLkINbRPpHcX0=w493-h240-k-no
310,Flair Hair & Beauty Supplies,None,None,None,(045) 898 501,flair.ie,4.5,"['Closed', 'Closed', '9a.m.–8p.m.', '9a.m.–5:30p.m.', '9a.m.–5:30p.m.', '9a.m.–5:30p.m.', '9a.m.–4p.m.']",https://lh5.googleusercontent.com/p/AF1QipOKNFpHhD7zvdgkvlP0uEJH1Vk20as-BBaVU_7p=w408-h360-k-no
311,Bankz Hair & Beauty,"Bank Place, Moneyballytyrrell, Portlaoise, Co. Laois",53.0355769,-7.299820599999999,(057) 862 0964,bankzhairgroup.ie,4.8,"['9a.m.–5p.m.', 'Closed', 'Closed', '9a.m.–6p.m.', '9a.m.–6p.m.', '9a.m.–8:30p.m.', '9a.m.–6p.m.']",https://lh5.googleusercontent.com/p/AF1QipOQE4DDR8MS9sgT5y2OfbZYHY-GYbBMjP2xC6Cp=w408-h408-k-no
312,Core Beauty,"Old Bawn Shopping Centre, Old Bawn Rd, Tallaght, Dublin",53.2759343,-6.3538422,(01) 451 5226,None,4.8,"['10a.m.–5p.m.', 'Closed', '10a.m.–6p.m.', '10a.m.–6p.m.', '10a.m.–6p.m.', '10a.m.–8p.m.', '10a.m.–8p.m.']",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=7pLywbKOtxlG-rKVlxOYYw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=39.99469&pitch=0&thumbfov=100
313,Laila Valentino Hairdressing,"Bridge House, Bridge Street, Townparks, Carrick-On-Shannon, Co. Leitrim",53.9443326,-8.0947233,(071) 961 6169,lailavalentino.ie,4.8,"['9a.m.–6p.m.', 'Closed', '9a.m.–6p.m.', '9a.m.–6p.m.', '9a.m.–8p.m.', '9a.m.–8p.m.', '9a.m.–8p.m.']",https://lh5.googleusercontent.com/p/AF1QipNEQm31Fa22aTzBZUv3h8S_ZIr89T4JcHtFyi9a=w408-h272-k-no
